code,description,category,subcategory,unit,rate,brand,keywords
32678_947ff0d5,Concrete - 20n 10mm chip,Concrete Products,Individual Pieces,Unit,105,,concrete; 20n; 10mm; chip; concrete products; individual pieces; 32678_947ff0d5
32872_a4dc09dd,Concrete - 30n 10mm chip,Concrete Products,Individual Pieces,Unit,106,,concrete; 30n; 10mm; chip; concrete products; individual pieces; 32872_a4dc09dd
32959_74eb213c,Concrete - 25n 10mm chip,Concrete Products,Individual Pieces,Unit,108.5,,concrete; 25n; 10mm; chip; concrete products; individual pieces; 32959_74eb213c
33520_8b6f3b48,Concrete - Gov Levy,Concrete Products,,Unit,15.75,,concrete; gov; levy; concrete products; 33520_8b6f3b48
33032_8d672550,"Spot lights - Black 2w LED, 0.5m cable spike & base EL01EL062",General,,Unit,13.16,,spot; lights; black; led; 0.5m; cable; spike; base; el01el062; general; 33032_8d672550
33033_eb7bc5b7,"Spot lights - Black 3w LED, 0.5m cable spike & base EL01EL063",General,,Unit,15.21,,spot; lights; black; led; 0.5m; cable; spike; base; el01el063; general; 33033_eb7bc5b7
33034_613016bc,"Spot lights - S/S 2W, 0.5m cable S/S Spike & Base EL01EL066",General,,Unit,31.15,,spot; lights; 0.5m; cable; spike; base; el01el066; general; 33034_613016bc
33043_ca6562da,"Spot lights - Starter Kit, 4 x 2W Spots, 100W Transformer EL01EL201",General,,Unit,68.45,,spot; lights; starter; kit; spots; 100w; transformer; el01el201; general; 33043_ca6562da
33036_14cb800a,"Bollard light - S/S, 3W, 0.5m cable S.S spike & base EL01EL081",General,,Unit,20.77,,bollard; light; 0.5m; cable; s.s; spike; base; el01el081; general; 33036_14cb800a
33037_fbad26ac,"Bollard light - Black, 3W, 0.5m S/S Sppike & Black Base EL01EL082",General,,Unit,20.18,,bollard; light; black; 0.5m; sppike; base; el01el082; general; 33037_fbad26ac
33039_47de6dea,"Deck light - Small set of 4, 1W, 0.2m cable each EL01EL091",General,Sets & Kits,Unit,34.52,,deck; light; small; set; 0.2m; cable; each; el01el091; general; sets & kits; 33039_47de6dea
33040_ccde3775,"Deck light - Large, 2W, 0.2m cable EL01EL092",General,,Unit,15.21,,deck; light; large; 0.2m; cable; el01el092; general; 33040_ccde3775
33041_c2de6ce8,"Deck light - Start kit, 4 x 1W LIGHTS, 100W Transformer EL01EL200",General,,Unit,61.43,,deck; light; start; kit; lights; 100w; transformer; el01el200; general; 33041_c2de6ce8
33047_af6b7d22,"Lights accessories - T-Piece Adaptor, 2 pin, 3 way connector EL02EC003",General,,Unit,3.36,,lights; accessories; piece; adaptor; pin; way; connector; el02ec003; general; 33047_af6b7d22
33048_07e0984e,"Lights accessories - 1m Extension Cable, 1M male to female EL02EC001",General,,Unit,2.78,,lights; accessories; extension; cable; male; female; el02ec001; general; 33048_07e0984e
33049_3e480a4b,"Lights accessories - 2m Extension Cable, 2m male to female EL02EC002",General,,Unit,3.46,,lights; accessories; extension; cable; male; female; el02ec002; general; 33049_3e480a4b
33050_6a320b8b,"Lights accessories - 5m Extension Cable, 5m male to female EL02EC005",General,,Unit,7.01,,lights; accessories; extension; cable; male; female; el02ec005; general; 33050_6a320b8b
33051_0c75525e,"Lights accessories - 10m Extension Cable, 10m male to female EL02EC010",General,,Unit,10.52,,lights; accessories; 10m; extension; cable; male; female; el02ec010; general; 33051_0c75525e
33052_da992989,"Lights accessories - Auto light sensor 100W, 4 & 6 Hour time settings EL02EC020",General,Sets & Kits,Unit,10.52,,lights; accessories; auto; light; sensor; 100w; hour; time; settings; el02ec020; general; sets & kits; 33052_da992989
33054_4c6c3e76,"Lights accessories - 100W Outdoor Transformer, 240VAC TO 12VDC 8.3A, EL02ET100",General,,Unit,17.26,,lights; accessories; 100w; outdoor; transformer; 240vac; 12vdc; 8.3a; el02et100; general; 33054_4c6c3e76
33061_cbfc5ff9,Sheep wire 8-32-6 - galv 50m MS light Diamond,Wire & Mesh,,Unit,,,sheep; wire; galv; 50m; light; diamond; wire & mesh; 33061_cbfc5ff9
33062_9c6cbaf6,Sheep wire 8-32-6 - galv 50m MS heavy Diamond,Wire & Mesh,,Unit,44.7,,sheep; wire; galv; 50m; heavy; diamond; wire & mesh; 33062_9c6cbaf6
33250_045e710c,Expansion Plugs - plastic 10-14g screw brow,General,,Unit,,,expansion; plugs; plastic; 14g; screw; brow; general; 33250_045e710c
33251_ce578694,Expansion Plugs - plastic 6-10g screw red,General,,Unit,,,expansion; plugs; plastic; 10g; screw; red; general; 33251_ce578694
33252_2074eea2,Expansion Plugs - nylon 10mm,General,Individual Pieces,Unit,,,expansion; plugs; nylon; 10mm; general; individual pieces; 33252_2074eea2
33253_d204638c,Expansion Plugs - nylon 12mm,General,Individual Pieces,Unit,,,expansion; plugs; nylon; 12mm; general; individual pieces; 33253_d204638c
33270_546eb917,Gate hanger with pin to suit eye bolt - extended,Gates,,Unit,4.85,,gate; hanger; with; pin; suit; eye; bolt; extended; gates; 33270_546eb917
33271_31379f8a,Gate hanger with pin to suit eye bolt - flush,Gates,,Unit,4.05,,gate; hanger; with; pin; suit; eye; bolt; flush; gates; 33271_31379f8a
33279_d0f46cf9,D bracket - standard 2.5'',Brackets,,Unit,1.65,,bracket; standard; 2.5''; brackets; 33279_d0f46cf9
33280_00778307,D bracket - heavy 3.5'',Brackets,,Unit,1.8,,bracket; heavy; 3.5''; brackets; 33280_00778307
33317_e3f64499,"Supply and fit Durapost urban board fence as below - 2.4m steel Durapost set in concrete footings, 1.8m high Urban infill panel fixed to the posts using the urban rails all posts and rails galvanized and PPC",Fencing,Sets & Kits,m,199.167,,supply; and; fit; durapost; urban; board; fence; below; 2.4m; steel; set; concrete; footings; 1.8m; high; infill; panel; fixed; the; posts; using; rails; all; galvanized; ppc; fencing; sets & kits; 33317_e3f64499
33318_5a790603,"Supply and fit Durapost urban board fence as below - 2.4m steel Durapost set in concrete footings at 1.8m centers, 1.8m high Urban infill panel attached using Urban rails, post and rails galvanized and PPC, panels sealed along post and in rails/joints for maximum noise reduction.",Fencing,Sets & Kits,m,230.773,,supply; and; fit; durapost; urban; board; fence; below; 2.4m; steel; set; concrete; footings; 1.8m; centers; high; infill; panel; attached; using; rails; post; galvanized; ppc; panels; sealed; along; joints; for; maximum; noise; reduction.; fencing; sets & kits; 33318_5a790603
33666_160841dd,"Supply and fit Durapost urban board fence as below - 2.4m Durapost Galv PPC set in concrete footings, Urban Slatted composite boards fitted vertical to a finish height of 1.6m",Fencing,Sets & Kits,m,195.191,,supply; and; fit; durapost; urban; board; fence; below; 2.4m; galv; ppc; set; concrete; footings; slatted; composite; boards; fitted; vertical; finish; height; 1.6m; fencing; sets & kits; 33666_160841dd
33710_2db52cb4,"Supply and fit Durapost urban board fence as below - 2.4m Durapost galv PPC post set in concrete footings at 1.8m centers, 1No 150mm composite gravel board, urban infill boards fitted horizontal",Fencing,Sets & Kits,m,180.787,,supply; and; fit; durapost; urban; board; fence; below; 2.4m; galv; ppc; post; set; concrete; footings; 1.8m; centers; 1no; 150mm; composite; gravel; infill; boards; fitted; horizontal; fencing; sets & kits; 33710_2db52cb4
33886_0470d6e7,"Supply and fit Durapost urban board fence as below - 1.8m steel Durapost set in concrete footings at 1.8m centers, 1.2m high urban infill using the urban rail, all posts and rails galvanized and PPC",Fencing,Sets & Kits,m,183.422,,supply; and; fit; durapost; urban; board; fence; below; 1.8m; steel; set; concrete; footings; centers; 1.2m; high; infill; using; the; rail; all; posts; rails; galvanized; ppc; fencing; sets & kits; 33886_0470d6e7
34108_f96afdb2,"Supply and fit Durapost urban board fence as below - 1.8m steel Durapost set in concrete footings at 1.8m centers, 1No gravel board with Urban infill above to bring to a finish height of 1.05m",Fencing,Sets & Kits,m,127.014,,supply; and; fit; durapost; urban; board; fence; below; 1.8m; steel; set; concrete; footings; centers; 1no; gravel; with; infill; above; bring; finish; height; 1.05m; fencing; sets & kits; 34108_f96afdb2
34240_87ae1307,"Supply and fit post and rail fence as below - 2.1m 150x75mm NSAI spec posts driven into the ground at 2.1m centers, 4No 100x47mm NSAI spec rail fixed to the face, 1.3m x 50mm NSAI spec green chain link fix as per drawing TII RCD 301",Fencing,Individual Pieces,m,28.698,,supply; and; fit; post; rail; fence; below; 2.1m; 150x75mm; nsai; spec; posts; driven; into; the; ground; centers; 4no; 100x47mm; fixed; face; 1.3m; 50mm; green; chain; link; fix; per; drawing; tii; rcd; 301; fencing; individual pieces; 34240_87ae1307
33326_c34f4cf1,"Supply and fit post and rail fence as below - 1.8m 125x125mm diamond top posts set in concrete footings at 1.8m centers, 4No 144m D rails fixed to the front face of the fence",Fencing,Sets & Kits,m,69.599,,supply; and; fit; post; rail; fence; below; 1.8m; 125x125mm; diamond; top; posts; set; concrete; footings; centers; 4no; 144m; rails; fixed; the; front; face; fencing; sets & kits; 33326_c34f4cf1
33327_336db433,"Supply and fit post and rail fence as below - 1.8m 150x150mm candle top posts set in concrete footings at 1.8m centers, 3No 95x95mm rails fitted at 45 degree angle",Fencing,Sets & Kits,m,108.618,,supply; and; fit; post; rail; fence; below; 1.8m; 150x150mm; candle; top; posts; set; concrete; footings; centers; 3no; 95x95mm; rails; fitted; degree; angle; fencing; sets & kits; 33327_336db433
33355_aecaa408,"Supply and fit post and rail fence as below - 1.8m 150x150mm diamond top posts set in concrete footings at 1.8m centers, 4No 144x 32mm D rails fixed between post using steel brackets",Fencing,Sets & Kits,m,52.102,,supply; and; fit; post; rail; fence; below; 1.8m; 150x150mm; diamond; top; posts; set; concrete; footings; centers; 4no; 144x; 32mm; rails; fixed; between; using; steel; brackets; fencing; sets & kits; 33355_aecaa408
33377_39ccbf9b,"Supply and fit post and rail fence as below - 1.8m 95x95mm weather toped posts set in concrete footings at 1.8m centers, 4No 95mm D rails fixed to the front face of the posts",Fencing,Sets & Kits,m,43.336,,supply; and; fit; post; rail; fence; below; 1.8m; 95x95mm; weather; toped; posts; set; concrete; footings; centers; 4no; 95mm; rails; fixed; the; front; face; fencing; sets & kits; 33377_39ccbf9b
33455_3ea7bad5,"Supply and fit post and rail fence as below - 1.8m 150x150mm diamond top post set in concrete footings at 1.8m centers, 4No 150mm D rails fixed between the posts on timber batons",Fencing,Sets & Kits,m,54.533,,supply; and; fit; post; rail; fence; below; 1.8m; 150x150mm; diamond; top; set; concrete; footings; centers; 4no; 150mm; rails; fixed; between; the; posts; timber; batons; fencing; sets & kits; 33455_3ea7bad5
34226_e2007046,"Supply and fit post and rail fence as below - 1.5m 95x95mm posts set in concrete footings at 2.1m centers, 1No 95mm D rail fixed to the front face.",Fencing,Sets & Kits,m,42.632,,supply; and; fit; post; rail; fence; below; 1.5m; 95x95mm; posts; set; concrete; footings; 2.1m; centers; 1no; 95mm; fixed; the; front; face.; fencing; sets & kits; 34226_e2007046
34407_83bd77d1,"Supply and fit post and rail fence as below - 1.8m 95x95mm weather top posts set in concrete footings at 1.8m centers, 4No 150mm D rails fixed to the front face.",Fencing,Sets & Kits,m,40.153,,supply; and; fit; post; rail; fence; below; 1.8m; 95x95mm; weather; top; posts; set; concrete; footings; centers; 4no; 150mm; rails; fixed; the; front; face.; fencing; sets & kits; 34407_83bd77d1
34447_4449272d,"Supply and fit post and rail fence as below - 1.68m x 88mm machined post, driven at 2.1m centers, 1 No 95mm D rail fixed to the top of the posts.",Fencing,Individual Pieces,m,14.111,,supply; and; fit; post; rail; fence; below; 1.68m; 88mm; machined; driven; 2.1m; centers; 95mm; fixed; the; top; posts.; fencing; individual pieces; 34447_4449272d
34448_c1dcdd9e,"Supply and fit post and rail fence as below - 1.68m x 88m machined post, set in concrete footings at 2.1m centers, 1No 95mm D rail fixed to the top of posts",Fencing,Sets & Kits,m,,,supply; and; fit; post; rail; fence; below; 1.68m; 88m; machined; set; concrete; footings; 2.1m; centers; 1no; 95mm; fixed; the; top; posts; fencing; sets & kits; 34448_c1dcdd9e
34488_814e223d,"Supply and fit post and rail fence as below - 1.8m 95x95mm weather top posts set in concrete footings at 1.8m centers, 3No 150mm rails fixed to the front face with 95mm diagonal brace running along back from bottom rail to top rail",Fencing,Sets & Kits,m,64.184,,supply; and; fit; post; rail; fence; below; 1.8m; 95x95mm; weather; top; posts; set; concrete; footings; centers; 3no; 150mm; rails; fixed; the; front; face; with; 95mm; diagonal; brace; running; along; back; from; bottom; fencing; sets & kits; 34488_814e223d
35020_d0ae997a,Supply and fit post and rail fence as below - HCO post & Rail,Fencing,,m,,,supply; and; fit; post; rail; fence; below; hco; fencing; 35020_d0ae997a
35166_6041d2e3,"Supply and fit post and rail fence as below - 1.65m concrete posts set in concrete footings at 1.8m centers, 100x50mm battons bolted to the posts, 3No 100mm D rails fixed to the front face of the posts,",Fencing,Sets & Kits,m,73.714,,supply; and; fit; post; rail; fence; below; 1.65m; concrete; posts; set; footings; 1.8m; centers; 100x50mm; battons; bolted; the; 3no; 100mm; rails; fixed; front; face; fencing; sets & kits; 35166_6041d2e3
35352_06575efd,"Supply and fit post and rail fence as below - 1.8m galvanized steel posts set in concrete footings at 1.8m centers, 4No 150mm D rails fixed to the front face of the posts, 1No 150mm kick board set inside the post",Fencing,Sets & Kits,m,30.44,,supply; and; fit; post; rail; fence; below; 1.8m; galvanized; steel; posts; set; concrete; footings; centers; 4no; 150mm; rails; fixed; the; front; face; 1no; kick; board; inside; fencing; sets & kits; 35352_06575efd
35588_02b651cb,"Supply and fit post and rail fence as below - 1.8m 95x95mm posts set in concrete footings at 1.8m centers, 4No 100x47mm rails fixed to the front face, 1.2m green PVC chain link mesh fixed to the rear of the posts",Fencing,Sets & Kits,m,41.451,,supply; and; fit; post; rail; fence; below; 1.8m; 95x95mm; posts; set; concrete; footings; centers; 4no; 100x47mm; rails; fixed; the; front; face; 1.2m; green; pvc; chain; link; mesh; rear; fencing; sets & kits; 35588_02b651cb
33339_43f62281,"Supply and fit site hoarding as below - 3.6m 150 x 150mm set in concrete footings at 2.4m centers, 4No 75x75mm horizontal rails fixed to the front face, 2.4m x19mm exterior ply fixed to the front face with 150x20mm top and bottom board,c/w DPC over top of hoarding for extra projection",General,Sets & Kits,m,73.04,,supply; and; fit; site; hoarding; below; 3.6m; 150; 150mm; set; concrete; footings; 2.4m; centers; 4no; 75x75mm; horizontal; rails; fixed; the; front; face; x19mm; exterior; ply; with; 150x20mm; top; bottom; board; dpc; over; for; extra; projection; general; sets & kits; 33339_43f62281
33340_3516afe2,Supply and fit site hoarding as below - 1,General,,m,,,supply; and; fit; site; hoarding; below; general; 33340_3516afe2
33346_54e90b12,"Supply and fit extra over post as below - Eclipse 60 End post for 1.8m fence, set in concrete footings",Posts,Sets & Kits,Unit,,,supply; and; fit; extra; over; post; below; eclipse; end; for; 1.8m; fence; set; concrete; footings; posts; sets & kits; 33346_54e90b12
33347_6e568d4d,"Supply and fit extra over post as below - Eclipse 60 Corner post for 1.8m fence, set in concrete footings",Posts,Sets & Kits,Unit,,,supply; and; fit; extra; over; post; below; eclipse; corner; for; 1.8m; fence; set; concrete; footings; posts; sets & kits; 33347_6e568d4d
33378_0fc6761f,"Supply and fit PVC post and rail fence as below - 125x125mm PVC post set in concrete footings at 2.4m centers, 3No 140mm x 38mm PVC rails morticed into the posts,",Fencing,Sets & Kits,m,58.979,,supply; and; fit; pvc; post; rail; fence; below; 125x125mm; set; concrete; footings; 2.4m; centers; 3no; 140mm; 38mm; rails; morticed; into; the; posts; fencing; sets & kits; plastic; 33378_0fc6761f
33379_fe67cab4,Supply and fit PVC post and rail fence as below - test,Fencing,,m,,,supply; and; fit; pvc; post; rail; fence; below; test; fencing; plastic; 33379_fe67cab4
33396_997bb5b8,"Supply and fit 2.4m high palisade fence as below - 3.1m 100x50mm posts set in concrete footings at 2.75m centers, 2 No 50x50mm rails fixed the posts, 3mm D shaped pointed and splayed pales bolted to the rails with tamperproof bolts, all posts, rails and pales galvanized and PPC green RAL 6005",Fencing,Sets & Kits,m,103.387,,supply; and; fit; 2.4m; high; palisade; fence; below; 3.1m; 100x50mm; posts; set; concrete; footings; 2.75m; centers; 50x50mm; rails; fixed; the; 3mm; shaped; pointed; splayed; pales; bolted; with; tamperproof; bolts; all; galvanized; ppc; green; ral; 6005; fencing; sets & kits; 33396_997bb5b8
33395_86c57143,"Supply and fit 2.4m high palisade fence as below - 3.1m 100x50mm posts set in concrete footings at 2.75m centers, 2 No 50x50mm rails fixed the posts, 3mm D shaped pointed and splayed pales bolted to the rails with tamperproof bolts, all posts, rails and pales galvanized",Fencing,Sets & Kits,m,104.156,,supply; and; fit; 2.4m; high; palisade; fence; below; 3.1m; 100x50mm; posts; set; concrete; footings; 2.75m; centers; 50x50mm; rails; fixed; the; 3mm; shaped; pointed; splayed; pales; bolted; with; tamperproof; bolts; all; galvanized; fencing; sets & kits; 33395_86c57143
33639_21b464f9,"Supply and fit 2.4m high palisade fence as below - 3.1m 100x50mm posts set in concrete footings at 2.75m centers, 2No 50mm rails, 3mm D shaped round and notched pales fixed to the rails with tamper proof bolts",Fencing,Sets & Kits,m,141.218,,supply; and; fit; 2.4m; high; palisade; fence; below; 3.1m; 100x50mm; posts; set; concrete; footings; 2.75m; centers; 2no; 50mm; rails; 3mm; shaped; round; notched; pales; fixed; the; with; tamper; proof; bolts; fencing; sets & kits; 33639_21b464f9
33457_9353ea2e,"Supply and fit plastic post and rail as below - 1.8m 90x90mm plastic posts set in concrete footings at 1.6m centers, 3No plastic rails morticed into the posts, comes with a 40 year warranty",Posts,Sets & Kits,m,69.458,,supply; and; fit; plastic; post; rail; below; 1.8m; 90x90mm; posts; set; concrete; footings; 1.6m; centers; 3no; rails; morticed; into; the; comes; with; year; warranty; sets & kits; 33457_9353ea2e
